val_loss,val_acc,loss,acc
0.6617333550418256,0.6709694075125855,0.49868015008313316,0.7863520408163265
1.639555056194567,0.4915256973140496,0.4021207004177327,0.8405612244897959
0.557175732447945,0.7545824190009036,0.3577791276026745,0.8593112244897959
0.2809102919254806,0.9081708419421488,0.3399628608506553,0.871938775510204
0.38030311244747733,0.841796875,0.3186485179528898,0.8839285714285714
0.26865563637343653,0.9122886278559442,0.30211620190922095,0.8904336734693877
0.3769796558887667,0.8429590650826446,0.28528057531434664,0.8974489795918368
0.336352991781974,0.8743061830385955,0.2833435598988922,0.9006377551020408
0.45926397128900404,0.8184077995867769,0.27458739955814515,0.903188775510204
0.5979456444105425,0.7203157283057852,0.2682469097327213,0.9052295918367347
0.43224096549615965,0.8387440299470763,0.259622542073532,0.9082908163265306
1.1096571088260547,0.63697701446281,0.2504608111113918,0.9118622448979592
0.7940789660946452,0.7111785207176972,0.2482342841369765,0.9125
2.171261148450296,0.5436144111570248,0.2368013407806961,0.9176020408163266
0.4647526903739892,0.821458548553719,0.23985755048236068,0.9145408163265306
0.7794466355438769,0.6818607202788176,0.22334567080346907,0.9243622448979592
0.749561829879218,0.6906960227272727,0.2318298756772158,0.9206632653061224
2.1126397923289315,0.6238055268595041,0.22609704066904224,0.925
1.1241837906171173,0.6529301665160707,0.21795037178968896,0.9252551020408163
0.32790434276896785,0.8985343491735537,0.216335208866061,0.9318877551020408
0.6841291697337364,0.7464825093584614,0.2144962338768706,0.9292091836734694
0.656680992204111,0.7936789772727273,0.20926152084554944,0.9306122448979591
2.9317108799187728,0.48309981921487605,0.19345565415462668,0.9363520408163265
0.7728389979824491,0.6691299858009552,0.19994433041738005,0.9366071428571429
2.1356115192502028,0.6393336776859504,0.20240657358449332,0.9353316326530612
1.4883232853678683,0.6304859945785465,0.19352549308416794,0.9386479591836735
0.49201265156888674,0.8227337293388429,0.20025950813171814,0.9376275510204082
1.3824556639190948,0.6566373966942148,0.19089816878644789,0.9419642857142857
1.1126651527674811,0.6744868981541242,0.1859910536785515,0.9420918367346939
1.2474121691549411,0.6955869059917356,0.1892006122640201,0.9390306122448979
0.7499060628162159,0.7626711002066116,0.19341413497316595,0.9417091836734693
1.256452613373745,0.7087098231573512,0.18315525879057087,0.9471938775510204
0.7966719751899546,0.7676911157024794,0.1846522531947311,0.9454081632653061
0.5517539055682589,0.8178488447140829,0.18208563373405107,0.9463010204081632
1.1050316644784386,0.681640625,0.18250000619766663,0.94375
0.5326407401166349,0.805026472107438,0.17320750667428483,0.9473214285714285
0.38739227343889704,0.8542500322705563,0.18089541618009003,0.9489795918367347
0.45943481399685393,0.83567923553719,0.1744137396009601,0.9501275510204081
1.347193030729684,0.6696301794242933,0.1647323130344858,0.9489795918367347
1.5274692751324837,0.6537964876033058,0.15723255497156358,0.9549744897959184
0.6674002720570299,0.7786512138429752,0.17971304836017746,0.9485969387755102
0.8359074001044816,0.7654737317671356,0.16450669742664512,0.9544642857142858
0.5189403673116317,0.8460905216942148,0.1685458366512036,0.9544642857142858
2.155190012871073,0.5659932877242804,0.1657284387216276,0.9538265306122449
0.7140754540142996,0.7892077737603306,0.1670711188596122,0.9553571428571429
1.3713600903630165,0.6788642820247934,0.17019296692950384,0.95
0.3165344174196832,0.8970246547050471,0.15695881658062644,0.9572704081632653
0.46843545029925043,0.8438952737603306,0.1733239174953529,0.9514030612244898
0.9325907732281172,0.6942148760330579,0.16873473409487277,0.9524234693877551
0.4830693594521825,0.8515554408157997,0.17367419390654076,0.9502551020408163
